,author,title
1300,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 3."
1301,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 4."
1302,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 5."
1303,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 6."
1304,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 7."
1305,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 8."
1306,"Twain, Mark","A Connecticut Yankee in King Arthur's Court, Part 9."
1307,"Twain, Mark",The Adventures of Tom Sawyer
1308,"Twain, Mark",Adventures of Huckleberry Finn
1309,"Twain, Mark","Life on the Mississippi, Part 1."
1310,"Twain, Mark","Life on the Mississippi, Part 2."
1311,"Twain, Mark","Life on the Mississippi, Part 3."
1312,"Twain, Mark","Life on the Mississippi, Part 4."
1313,"Twain, Mark","Life on the Mississippi, Part 6."
1314,"Twain, Mark","Life on the Mississippi, Part 7."
1315,"Twain, Mark","Life on the Mississippi, Part 9."
1316,"Twain, Mark","Life on the Mississippi, Part 11."
1317,"Twain, Mark","Life on the Mississippi, Part 12."
1318,"Twain, Mark","Roughing It, Part 1."
1319,"Twain, Mark","Roughing It, Part 2."
1320,"Twain, Mark","Roughing It, Part 3."
1321,"Twain, Mark","Roughing It, Part 4."
1322,"Twain, Mark","Roughing It, Part 5."
1323,"Twain, Mark","Roughing It, Part 6."
1324,"Twain, Mark","Roughing It, Part 7."
1325,"Twain, Mark","Roughing It, Part 8."
1326,"Twain, Mark",A Connecticut Yankee in King Arthur's Court
1327,"Twain, Mark",Tom Sawyer Abroad
1328,"Twain, Mark","Tom Sawyer, Detective"
1329,"Fitzhugh, Percy Keese",Roy Blakeley's Adventures in Camp
1330,"Fitzhugh, Percy Keese",Roy Blakeley: His Story
1331,"Fitzhugh, Percy Keese",Pee-wee Harris on the Trail
1332,"Fitzhugh, Percy Keese",Pee-wee Harris Adrift
1333,"Fitzhugh, Percy Keese",Tom Slade on Mystery Trail
1334,"Fitzhugh, Percy Keese",Tom Slade at Black Lake
1335,"Fitzhugh, Percy Keese",Tom Slade with the Boys Over There
1336,"Fitzhugh, Percy Keese","Tom Slade, Motorcycle Dispatch Bearer"
1337,"Fitzhugh, Percy Keese",Tom Slade at Temple Camp
1338,"Fitzhugh, Percy Keese",Tom Slade's Double Dare
1339,"Fitzhugh, Percy Keese","Roy Blakeley, Pathfinder"
1340,"Fitzhugh, Percy Keese",Tom Slade with the Colors
1341,"Fitzhugh, Percy Keese",Tom Slade on a Transport
1342,"Fitzhugh, Percy Keese",Roy Blakeley's Bee-line Hike
1343,"Fitzhugh, Percy Keese",Roy Blakeley's Camp on Wheels
1344,"Fitzhugh, Percy Keese",Roy Blakeley in the Haunted Camp
1345,"Fitzhugh, Percy Keese",The Lost Mine of the Amazon: A Hal Keen Mystery Story
1346,"Fitzhugh, Percy Keese",Among the River Pirates: A Skippy Dare Mystery Story
1347,"Fitzhugh, Percy Keese",Pee-wee Harris in Luck
1348,"Fitzhugh, Percy Keese","Pee-wee Harris, F.O.B. Bridgeboro"
1349,"Fitzhugh, Percy Keese",Tom Slade on Overlook Mountain
1350,"Fitzhugh, Percy Keese",Tom Slade with the Flying Corps: A Campfire Tale
1351,"Fitzhugh, Percy Keese",Roy Blakeley's Funny-bone Hike
1352,"Fitzhugh, Percy Keese","Along the Mohawk Trail; Or, Boy Scouts on Lake Champlain"
1353,"Fitzhugh, Percy Keese",Tom Slade : Boy Scout of the Moving Pictures
1354,"Fitzhugh, Percy Keese",Pee-wee Harris
1355,"May, Sophie",Dotty Dimple at Play
1356,"May, Sophie",Little Folks Astray
1357,"May, Sophie",Little Prudy's Sister Susy
1358,"May, Sophie","Jimmy, Lucy, and All"
1359,"May, Sophie",Dotty Dimple Out West
1360,"May, Sophie",Little Prudy's Dotty Dimple
1361,"May, Sophie",Dotty Dimple's Flyaway
1362,"May, Sophie",Dotty Dimple at Her Grandmother's
1363,"May, Sophie",Prudy Keeping House
1364,"May, Sophie",The Twin Cousins
1365,"May, Sophie",Little Prudy
1366,"May, Sophie",Aunt Madge's Story
1367,"May, Sophie",Dotty Dimple At Home
1368,"May, Sophie",Little Grandfather
1369,"May, Sophie",Captain Horace
1370,"May, Sophie",Little Grandmother
1371,"May, Sophie",Fairy Book
1372,"May, Sophie",Doctor Papa
1373,"May, Sophie",Little Pitchers: Flaxie Frizzle Stories
1374,"May, Sophie",Dotty Dimple at School
1375,"May, Sophie",Flaxie Growing Up: Flaxie Frizzle Stories
1376,"May, Sophie",Kittyleen: Flaxie Frizzle Stories
1377,"May, Sophie",Jimmy Boy
1378,"May, Sophie",Little Prudy's Cousin Grace
1379,"May, Sophie",Little Prudy's Captain Horace
1380,"Stratemeyer, Edward","The Rover Boys at College; Or, The Right Road and the Wrong"
1381,"Stratemeyer, Edward","Young Hunters of the Lake; or, Out with Rod and Gun"
1382,"Stratemeyer, Edward","Out with Gun and Camera; or, The Boy Hunters in the Mountains"
1383,"Stratemeyer, Edward","Four Boy Hunters; Or, The Outing of the Gun Club"
1384,"Stratemeyer, Edward","The Rover Boys In The Mountains; Or, A Hunt for Fun and Fortune"
1385,"Stratemeyer, Edward","The Rover Boys on Treasure Isle; Or, The Strange Cruise of the Steam Yacht"
1386,"Stratemeyer, Edward","The Rover Boys in Camp; or, The Rivals of Pine Island"
1387,"Stratemeyer, Edward","The Rover Boys on the River; Or, The Search for the Missing Houseboat"
1388,"Stratemeyer, Edward",The Rover Boys on Land and Sea: The Crusoes of Seven Islands
1389,"Stratemeyer, Edward",The Mystery at Putnam Hall: The School Chums' Strange Discovery
1390,"Stratemeyer, Edward","Dave Porter at Star Ranch; Or, The Cowboy's Secret"
1391,"Stratemeyer, Edward","The Rover Boys in the Air; Or, From College Campus to the Clouds"
1392,"Stratemeyer, Edward","The Boy Land Boomer; Or, Dick Arbuckle's Adventures in Oklahoma"
1393,"Stratemeyer, Edward","The Young Bridge-Tender; or, Ralph Nelson's Upward Struggle"
1394,"Stratemeyer, Edward","The Rover Boys at Colby Hall; or, The Struggles of the Young Cadets"
1395,"Stratemeyer, Edward","The Rover Boys on a Hunt; or, The Mysterious House in the Woods"
1396,"Stratemeyer, Edward","The Rover Boys on the Farm; or, Last Days at Putnam Hall"
1397,"Stratemeyer, Edward",For the Liberty of Texas
1398,"Stratemeyer, Edward",American Boy's Life of Theodore Roosevelt
1399,"Stratemeyer, Edward","The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht"
1400,"Stratemeyer, Edward","The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box"
1401,"Stratemeyer, Edward","The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine"
1402,"Stratemeyer, Edward","Dave Porter in the Gold Fields; Or, The Search for the Landslide Mine"
1403,"Stratemeyer, Edward","Dave Porter and His Rivals; or, The Chums and Foes of Oak Hall"
1404,"Stratemeyer, Edward","The Rover Boys on the Plains; Or, The Mystery of Red Rock Ranch"
1405,"Stratemeyer, Edward","The Rover Boys in Southern Waters; or, The Deserted Steam Yacht"
1406,"Stratemeyer, Edward",The Young Oarsmen of Lakeview
1407,"Stratemeyer, Edward","The Rover Boys at Big Horn Ranch; Or, The Cowboys' Double Round-Up"
1408,"Stratemeyer, Edward","The Rover Boys in Alaska; or, Lost in the Fields of Ice"
1409,"Stratemeyer, Edward","Dave Porter and the Runaways; Or, Last Days at Oak Hall"
1410,"Stratemeyer, Edward","Dave Porter in the Far North; Or, The Pluck of an American Schoolboy"
1411,"Stratemeyer, Edward","Dave Porter At Bear Camp; Or, The Wild Man of Mirror Lake"
1412,"Stratemeyer, Edward","Dave Porter and His Double; Or, The Disapperarance of the Basswood Fortune"
1413,"Stratemeyer, Edward","The Rover Boys in the Land of Luck; Or, Stirring Adventures in the Oil Fields"
1414,"Stratemeyer, Edward","The Missing Tin Box; Or, The Stolen Railroad Bonds"
1415,"Stratemeyer, Edward","Young Auctioneers; Or, The Polishing of a Rolling Stone"
1416,"Stratemeyer, Edward","The Campaign of the Jungle; Or, Under Lawton through Luzon"
1417,"Stratemeyer, Edward","To Alaska for Gold; Or, The Fortune Hunters of the Yukon"
1418,"Stratemeyer, Edward","Boys of The Fort; Or, A Young Captain's Pluck"
1419,"Stratemeyer, Edward","At the Fall of Port Arthur; Or, A Young American in the Japanese Navy"
1420,"Stratemeyer, Edward","Three Young Ranchmen; or, Daring Adventures in the Great West"
1421,"Stratemeyer, Edward","Fighting in Cuban Waters; Or, Under Schley on the Brooklyn"
1422,"Stratemeyer, Edward","Dave Porter in the South Seas; or, The Strange Cruise of the Stormy Petrel"
1423,"Stratemeyer, Edward","Marching on Niagara; Or, The Soldier Boys of the Old Frontier"
1424,"Stratemeyer, Edward","The Last Cruise of the Spitfire; or, Luke Foster's Strange Voyage"
1425,"Stratemeyer, Edward","Leo the Circus Boy; or, Life under the great white canvas"
1426,"Stratemeyer, Edward","The Rover Boys on a Tour; or, Last Days at Brill College"
1427,"Stratemeyer, Edward","Dave Porter on Cave Island; Or, A Schoolboy's Mysterious Mission"
1428,"Stratemeyer, Edward","First at the North Pole; Or, Two Boys in the Arctic Circle"
1429,"Stratemeyer, Edward","The Rover Boys Down East; or, The Struggle for the Stanhope Fortune"
1430,"Stratemeyer, Edward","The Putnam Hall Rivals; or, Fun and Sport Afloat and Ashore"
1431,"Stratemeyer, Edward","The Putnam Hall Champions; or, Bound to Win Out"
1432,"Stratemeyer, Edward","The Putnam Hall Rebellion; or, The Rival Runaways"
1433,"Stratemeyer, Edward","The Putnam Hall Encampment; or, The Secret of the Old Mill"
1434,"Stratemeyer, Edward","True to Himself; Or, Roger Strong's Struggle for Place"
1435,"Stratemeyer, Edward","The Rover Boys in Business; Or, The Search for the Missing Bonds"
1436,"Stratemeyer, Edward","The Rover Boys in New York; Or, Saving Their Father's Honor"
1437,"Stratemeyer, Edward","When Santiago Fell; or, The War Adventures of Two Chums"
1438,"Stratemeyer, Edward","Young Hunters in Porto Rico; or, The Search for a Lost Treasure"
1439,"Stratemeyer, Edward","The Gun Club Boys of Lakeport; Or, The Island Camp"
1440,"Stratemeyer, Edward","Dave Porter's Return to School; Or, Winning the Medal of Honor"
1441,"Stratemeyer, Edward","Dave Porter and His Classmates; Or, For the Honor of Oak Hall"
1442,"Stratemeyer, Edward","Nelson the Newsboy; Or, Afloat in New York"
1443,"Stratemeyer, Edward","Out for Business; or, Robert Frost's Strange Career"
1444,"Stratemeyer, Edward","Dave Porter's Great Search; Or, The Perils of a Young Civil Engineer"
1445,"Stratemeyer, Edward","The Rover Boys in the Jungle; Or, Stirring Adventures in Africa"
1446,"Stratemeyer, Edward","The Rover Boys at School; Or, The Cadets of Putnam Hall"
1447,"Stratemeyer, Edward","Falling in with Fortune; Or, The Experiences of a Young Secretary"
1448,"Stratemeyer, Edward","The Rover Boys on the Ocean; Or, A chase for a fortune"
1449,"Stratemeyer, Edward","The Rover Boys out West; Or, The Search for a Lost Mine"
1450,"Stratemeyer, Edward","Richard Dare's Venture; Or, Striking Out for Himself"
1451,"Stratemeyer, Edward","On the Trail of Pontiac; Or, The Pioneer Boys of the Ohio"
1452,"Stratemeyer, Edward","The Rover Boys on the Great Lakes; Or, The Secret of the Island Cave"
1453,"Stratemeyer, Edward","Guns and Snowshoes; Or, the Winter Outing of the Young Hunters"
1454,"Vance, Louis Joseph",Alias the Lone Wolf
1455,"Vance, Louis Joseph",Red Masquerade: Being the Story of the Lone Wolf's Daughter
1456,"Vance, Louis Joseph",The Day of Days: An Extravaganza
1457,"Vance, Louis Joseph",Nobody
1458,"Vance, Louis Joseph",The Bandbox
1459,"Vance, Louis Joseph",The Destroying Angel
1460,"Vance, Louis Joseph","Linda Lee, Incorporated: A Novel"
1461,"Vance, Louis Joseph",Joan Thursday: A Novel
1462,"Vance, Louis Joseph",The Lone Wolf Returns
1463,"Vance, Louis Joseph",The Brass Bowl
1464,"Vance, Louis Joseph",The Lone Wolf: A Melodrama
1465,"Vance, Louis Joseph",The Black Bag
1466,"Vance, Louis Joseph",The False Faces: Further Adventures from the History of the Lone Wolf
1467,"Vance, Louis Joseph",The Bronze Bell
1468,"James, Henry",The Pupil
1469,"James, Henry",The Beast in the Jungle
1470,"James, Henry",In the Cage
1471,"James, Henry",The Jolly Corner
1472,"James, Henry",The Coxon Fund
1473,"James, Henry",Glasses
1474,"James, Henry",Roderick Hudson
1475,"James, Henry",The American
1476,"James, Henry",Confidence
1477,"James, Henry",The Europeans
1478,"James, Henry",Hawthorne: (English Men of Letters Series)
1479,"James, Henry","The Bostonians, Vol. I (of II)"
1480,"James, Henry","The Bostonians, Vol. II (of II)"
1481,"James, Henry",The Tragic Muse
1482,"James, Henry",Daisy Miller: A Study
1483,"James, Henry",The Turn of the Screw
1484,"James, Henry",An International Episode
1485,"James, Henry",The Aspern Papers
1486,"James, Henry",A Little Tour in France
1487,"James, Henry",The Author of Beltraffio
1488,"James, Henry",Georgina's Reasons
1489,"James, Henry",The Path Of Duty
1490,"James, Henry",Four Meetings
1491,"James, Henry",Embarrassments
1492,"James, Henry",The Finer Grain
1493,"James, Henry",The Outcry
1494,"James, Henry",Pandora
1495,"James, Henry",Some Short Stories [by Henry James]
1496,"James, Henry",A Bundle of Letters
1497,"James, Henry",The Diary of a Man of Fifty
1498,"James, Henry",The Patagonia
1499,"James, Henry",The Marriages
1500,"James, Henry",The Madonna of the Future
1501,"James, Henry",Eugene Pickering
1502,"James, Henry","A London Life, and Other Tales"
1503,"James, Henry",Picture and Text: 1893
1504,"James, Henry",A Small Boy and Others
1505,"James, Henry",The Real Thing and Other Tales
1506,"James, Henry",Sir Dominick Ferrand
1507,"James, Henry",Nona Vincent
1508,"James, Henry",The Chaperon
1509,"James, Henry",The Pension Beaurepas
1510,"James, Henry",A Little Tour of France
1511,"James, Henry",The Portrait of a Lady — Volume 1
1512,"James, Henry",The Portrait of a Lady — Volume 2
1513,"James, Henry",The Point of View
1514,"James, Henry",Washington Square
1515,"James, Henry","The Wings of the Dove, Volume 1 of 2"
1516,"James, Henry","The Wings of the Dove, Volume II"
1517,"James, Henry",The Middle Years
1518,"James, Henry",The Sacred Fount
1519,"James, Henry",The Spoils of Poynton
1520,"James, Henry",Views and Reviews
1521,"James, Henry","Within the Rim, and Other Essays, 1914-15"
1522,"James, Henry","Lady Barbarina, The Siege of London, An International Episode, and Other Tales"
1523,"James, Henry","The Letters of Henry James, (Vol. II)"
1524,"James, Henry",Notes of a Son and Brother
1525,"James, Henry",The Letters of Henry James (Vol. I)
1526,"James, Henry",The Golden Bowl — Complete
1527,"James, Henry",The Ambassadors
1528,"James, Henry",The Birthplace
1529,"James, Henry",Partial Portraits
1530,"James, Henry",English Hours
1531,"James, Henry","Notes on Novelists, with Some Other Notes"
1532,"James, Henry",Italian Hours
1533,"James, Henry",The Altar of the Dead
1534,"James, Henry",The Death of the Lion
1535,"James, Henry",The Figure in the Carpet
1536,"James, Henry",What Maisie Knew
1537,"James, Henry",The Awkward Age
1538,"James, Henry",The Reverberator
1539,"James, Henry",Madame De Mauves
1540,"James, Henry",A Passionate Pilgrim
1541,"James, Henry",Louisa Pallant
1542,"James, Henry",The Lesson of the Master
1543,"Zola, Émile",Fruitfulness
1544,"Zola, Émile",Four Short Stories By Emile Zola
1545,"Zola, Émile",Doctor Pascal
1546,"Zola, Émile",A Love Episode
1547,"Zola, Émile",The Downfall
1548,"Zola, Émile",Abbe Mouret's Transgression
1549,"Zola, Émile",His Masterpiece
1550,"Zola, Émile",The Fête At Coqueville: 1907
1551,"Zola, Émile",The Fortune of the Rougons
1552,"Zola, Émile",Piping Hot! (Pot-Bouille): A Realistic Novel
1553,"Zola, Émile",The Ladies' Paradise: A Realistic Novel
1554,"Zola, Émile",The Ladies' Paradise
1555,"Zola, Émile",Work [Travail]
1556,"Zola, Émile",Truth [Vérité]
1557,"Zola, Émile",Germinal
1558,"Zola, Émile",The Joy of Life [La joie de vivre]
1559,"Zola, Émile",The Rush for the Spoil (La Curée): A Realistic Novel
1560,"Zola, Émile",His Excellency [Son Exc. Eugène Rougon]
1561,"Zola, Émile",The Soil (La terre): A Realistic Novel
1562,"Zola, Émile",The Downfall (La Débâcle): A Story of the Horrors of War
1563,"Zola, Émile",The Conquest of Plassans (La Conquête de Plassans)
1564,"Zola, Émile",Money (L'Argent)
1565,"Zola, Émile",The Monomaniac (La bête humaine)
1566,"Zola, Émile",The Fat and the Thin
1567,"Zola, Émile",Theresa Raquin
1568,"Zola, Émile","The Three Cities Trilogy: Lourdes, Volume 1"
1569,"Zola, Émile","The Three Cities Trilogy: Lourdes, Volume 2"
1570,"Zola, Émile","The Three Cities Trilogy: Lourdes, Volume 3"
